,STATE/UT,DISTRICT,Year,Rape,Kidnapping and Abduction,Dowry Deaths,Assault on women with intent to outrage her modesty,Insult to modesty of Women,Cruelty by Husband or his Relatives,Importation of Girls,Totalcases,safety_index
2517,bihar,madhubani,2014,41,169,34,9,0,227,0,480,37.29615918405034
2518,bihar,motihari,2014,31,223,75,0,0,263,0,592,36.070849843111134
2519,bihar,munger,2014,11,49,8,5,0,48,0,121,48.01262838945638
2520,bihar,muzaffarpur,2014,44,215,178,166,0,109,5,717,35.01990165308967
2521,bihar,muzaffarpur railway,2014,2,2,2,1,0,0,0,7,118.32946624549385
2522,bihar,nalanda,2014,29,124,59,4,0,271,0,487,37.20890135256619
2523,bihar,naugachia,2014,10,36,10,3,0,88,0,147,46.139989929817624
2524,bihar,nawadah,2014,22,57,22,10,0,77,0,188,43.97232146061353
2525,bihar,patna,2014,86,519,83,0,60,535,0,1283,32.17268592523696
2526,bihar,patna railway,2014,1,1,5,13,0,0,0,20,76.8621786840241
2527,bihar,purnea,2014,66,140,26,30,0,115,0,377,38.814732369222824
2528,bihar,rohtas,2014,22,115,54,0,0,106,0,297,40.44069929637122
2529,bihar,saharsa,2014,14,94,19,0,0,70,0,197,43.58312136382577
2530,bihar,samastipur,2014,38,173,39,0,0,184,0,434,37.91483958441161
2531,bihar,saran,2014,37,160,83,0,0,157,0,437,37.87188146822795
2532,bihar,sheikhpura,2014,5,34,6,18,0,72,0,135,46.9410012078276
2533,bihar,sheohar,2014,8,24,6,16,0,14,0,68,54.56999379736752
2534,bihar,sitamarhi,2014,11,188,29,0,0,242,0,470,37.4237791116128
2535,bihar,siwan,2014,17,152,64,7,0,50,0,290,40.61081924421849
2536,bihar,supaul,2014,32,90,22,0,0,83,0,227,42.44435590326505
2537,bihar,vaishali,2014,28,226,66,0,0,139,0,459,37.5683835843678
2538,bihar,economic offences unit,2014,0,0,0,0,0,0,0,2,332.1928094887363
2539,bihar,anti terrorist squad,2014,0,0,0,0,0,0,0,2,332.1928094887363
2541,chhattisgarh,balod,2014,34,18,4,62,3,23,0,144,46.33142040145635
2542,chhattisgarh,balodbazar,2014,40,113,8,95,6,32,0,294,40.5129370441162
2543,chhattisgarh,balrampur,2014,111,14,5,62,1,39,0,232,42.274575325992274
2544,chhattisgarh,bemetra,2014,41,23,3,56,0,19,0,142,46.46217606529135
2545,chhattisgarh,bilaspur,2014,94,156,13,211,5,75,0,554,36.44966068123277
2546,chhattisgarh,bizapur,2014,6,8,0,2,0,2,0,18,79.66397701969123
2547,chhattisgarh,dantewara,2014,11,6,0,9,0,6,0,32,66.43856189774725
2548,chhattisgarh,dhamtari,2014,36,19,3,49,6,9,0,122,47.93037065310977
2549,chhattisgarh,durg,2014,84,150,12,254,12,172,0,684,35.27267059700404
2550,chhattisgarh,gariyaband,2014,42,13,3,31,3,14,0,106,49.37525818448509
2551,chhattisgarh,g. r. p. raipur,2014,0,1,1,8,0,4,0,14,87.25028695491561
2552,chhattisgarh,jagdalpur,2014,32,31,1,42,0,20,0,126,47.61064671776892
2553,chhattisgarh,janjgir,2014,64,106,20,141,7,90,0,428,38.00195207572359
2554,chhattisgarh,jashpur,2014,86,33,0,48,0,11,0,178,44.436149650910345
2555,chhattisgarh,kabirdham,2014,39,54,6,84,2,14,0,199,43.499952661688845
2556,chhattisgarh,kanker,2014,40,31,5,37,2,25,0,140,46.59554245485505
2557,chhattisgarh,kondagaon,2014,21,15,1,16,0,8,0,61,56.012058970266935
2558,chhattisgarh,korba,2014,68,36,6,83,4,51,0,248,41.76321485238515
2559,chhattisgarh,koriya,2014,58,62,2,74,1,59,0,256,41.52410118609204
2560,chhattisgarh,mahasamund,2014,44,65,10,99,4,28,0,250,41.70246112844971
2561,chhattisgarh,mungali,2014,10,32,6,38,15,14,0,115,48.527250352647634
2562,chhattisgarh,narayanpur,2014,7,5,0,6,0,1,0,19,78.20114830995408
2563,chhattisgarh,raigarh,2014,121,49,7,140,1,46,0,364,39.04570144643007
2564,chhattisgarh,raipur,2014,141,179,3,224,4,96,0,647,35.57574005195598
2565,chhattisgarh,rajnandgaon,2014,57,93,4,100,3,33,0,290,40.61081924421849
2566,chhattisgarh,sarguja,2014,94,11,4,76,0,23,0,208,43.139459777360415
2567,chhattisgarh,sukma,2014,5,5,0,5,0,3,0,18,79.66397701969123
2568,chhattisgarh,surajpur,2014,50,65,1,70,0,47,0,233,42.24121903759183
2570,goa,north goa,2014,55,55,0,146,40,11,0,307,40.20685016402187
2571,goa,south goa,2014,37,31,0,53,17,23,0,161,45.31395117580032
2572,goa,c. i. d.,2014,3,0,0,3,0,1,0,7,118.32946624549385
2574,gujarat,ahmedabad city,2014,100,261,11,162,3,802,0,1339,31.981777274426232
2575,gujarat,ahmedabad rural,2014,18,80,0,31,0,142,0,271,41.10203954282553
2576,gujarat,amreli,2014,7,65,0,21,1,139,0,233,42.24121903759183
2577,gujarat,anand,2014,12,71,0,21,5,117,0,226,42.47892677204687
2578,gujarat,arvalli,2014,5,37,0,19,2,69,0,132,47.15704485866979
2579,gujarat,banaskantha,2014,56,105,0,90,2,295,0,548,36.51260035792704
2580,gujarat,bharuch,2014,42,45,0,49,0,63,0,199,43.499952661688845
2581,gujarat,bhavnagar,2014,17,97,0,39,36,155,0,344,39.4234953635136
2582,gujarat,botad,2014,11,25,0,11,0,39,0,86,51.69298529844585
2583,gujarat,chhotaudepur,2014,15,38,0,11,0,21,0,85,51.82907592915772
2584,gujarat,c. i. d. crime,2014,0,0,0,0,0,0,0,2,332.1928094887363
2585,gujarat,dahod,2014,27,95,0,28,0,133,0,283,40.786586690865676
2586,gujarat,dang,2014,4,2,1,6,4,26,0,43,61.21942524106966
2587,gujarat,devbhumi dwarka,2014,3,13,0,14,0,131,0,161,45.31395117580032
2588,gujarat,gandhinagar,2014,17,65,0,22,2,152,0,258,41.46590764403245
2589,gujarat,gir somnath,2014,17,29,1,30,2,125,0,204,43.29697516527108
2590,gujarat,jamnagar,2014,34,56,1,26,1,230,0,348,39.34561561996365
2591,gujarat,junagadh,2014,21,64,0,42,0,297,0,424,38.06093458551821
2592,gujarat,kachchh east(g),2014,31,39,0,34,2,159,0,265,41.266963899763056
2593,gujarat,kachchh west(b),2014,18,26,0,27,3,203,0,277,40.94199725482409
2594,gujarat,kheda,2014,12,78,0,29,0,86,0,205,43.257200381329106
2595,gujarat,mahisagar,2014,10,22,0,15,0,96,0,143,46.396477515224134
2596,gujarat,mehsana,2014,6,92,0,42,0,270,0,410,38.27335343595804
2597,gujarat,morbi,2014,9,22,3,17,1,92,0,144,46.33142040145635
2598,gujarat,narmada,2014,8,15,0,21,0,15,0,59,56.46999260388118
2599,gujarat,navsari,2014,15,32,0,19,0,69,0,135,46.9410012078276
2600,gujarat,panchmahal,2014,24,66,0,28,0,106,0,224,42.54870091152305
2601,gujarat,patan,2014,25,48,1,51,0,138,0,263,41.323069672826804
2602,gujarat,porbandar,2014,8,17,1,18,1,93,0,138,46.731612377303065
2603,gujarat,rajkot city,2014,17,69,0,31,5,301,0,423,38.07579597915839
2604,gujarat,rajkot rural,2014,30,61,1,36,1,234,0,363,39.06392484084818
2605,gujarat,sabarkantha,2014,10,34,0,33,1,131,0,209,43.1007305869564
2606,gujarat,surat city,2014,94,120,2,70,0,405,0,691,35.21774013800699
2607,gujarat,surat rural,2014,21,35,0,34,0,90,0,180,44.34053967922575
2608,gujarat,surendranagar,2014,22,37,0,36,0,89,0,184,44.15366171355802
2609,gujarat,tapi,2014,15,10,0,9,89,20,0,143,46.396477515224134
2610,gujarat,vadodara city,2014,23,75,1,109,8,306,0,522,36.796219368583536
2611,gujarat,vadodara rural,2014,11,62,0,36,3,67,0,179,44.38815964683872
2612,gujarat,valsad,2014,26,76,0,27,0,83,0,212,42.98605445564367
2613,gujarat,w.rly ahmedabad,2014,0,0,0,6,0,2,0,8,110.73093649624543
2614,gujarat,w.rly vadodara,2014,0,3,0,2,1,0,0,6,128.5097208938469
2616,haryana,ambala (rural),2014,25,58,9,17,0,52,0,161,45.31395117580032
2617,haryana,ambala (urban),2014,31,86,8,23,1,111,0,260,41.40832447862211
2618,haryana,bhiwani,2014,44,83,12,99,1,119,0,358,39.15606116518683
2619,haryana,faridabad,2014,101,272,20,94,16,302,0,805,34.41397954881132
2620,haryana,fatehabad,2014,27,33,7,56,2,154,0,279,40.889690926333714
2621,haryana,g. r. p.,2014,1,4,8,17,1,0,0,31,67.05281516444292
2622,haryana,gurgaon,2014,117,260,19,155,13,277,0,841,34.190418799694456
2623,haryana,hissar,2014,55,62,14,91,1,323,0,546,36.53378225552504
2624,haryana,jhajjar,2014,56,17,25,47,7,125,0,277,40.94199725482409
2625,haryana,jind,2014,23,67,12,67,0,120,0,289,40.63557546459795
2626,haryana,kaithal,2014,33,77,10,58,0,116,0,294,40.5129370441162
2627,haryana,karnal,2014,100,186,17,95,3,223,0,624,35.77581257750192
2628,haryana,kurukshetra,2014,35,57,6,59,7,100,0,264,41.2949445986653
2629,haryana,mahendergarh,2014,24,59,15,78,7,78,0,261,41.37975826207651
2630,haryana,mewat,2014,85,30,5,86,1,106,0,313,40.071417884852046
2631,haryana,palwal,2014,49,72,16,96,0,193,0,426,38.0313512334194
2632,haryana,panchkula,2014,36,90,5,30,3,73,0,237,42.10972508645534
2633,haryana,panipat,2014,64,92,18,97,0,227,0,498,37.07508235012869
2634,haryana,rewari,2014,41,83,11,65,35,105,0,340,39.502600368024645
2635,haryana,rohtak,2014,68,19,16,98,0,168,0,369,38.955579622513206
2636,haryana,sirsa,2014,49,65,5,86,2,174,0,381,38.745798867641476
2637,haryana,sonipat,2014,60,68,28,98,2,162,0,418,38.15081064760779
2638,haryana,yamunanagar,2014,50,82,7,76,0,170,0,385,38.677825912679836
2639,haryana,irrigation & power,2014,0,0,0,0,0,0,0,2,332.1928094887363
2641,himachal pradesh,baddi,2014,9,10,0,15,1,19,0,54,57.72359744023721
2642,himachal pradesh,bilaspur,2014,15,43,0,72,0,25,0,155,45.655185506165886
2643,himachal pradesh,chamba,2014,23,19,0,27,1,9,0,79,52.697392685302106
2644,himachal pradesh,c. i. d.,2014,1,0,0,0,0,0,0,2,332.1928094887363
2645,himachal pradesh,g. r. p.,2014,0,0,0,0,0,0,0,2,332.1928094887363
2646,himachal pradesh,hamirpur,2014,13,13,0,32,14,27,0,99,50.10935880000178
2647,himachal pradesh,kangra,2014,43,26,0,79,15,46,0,209,43.1007305869564
2648,himachal pradesh,kinnaur,2014,10,3,0,5,1,3,0,22,74.4921859773347
2649,himachal pradesh,kullu,2014,16,4,0,35,0,21,0,76,53.16848007182562
2650,himachal pradesh,lahaul & spiti,2014,0,1,0,0,0,0,0,2,332.1928094887363
2651,himachal pradesh,mandi,2014,47,33,0,101,15,50,0,246,41.824639950663546
2652,himachal pradesh,shimla,2014,39,32,0,64,10,27,0,172,44.732152766086244
2653,himachal pradesh,sirmaur,2014,28,15,0,46,2,24,0,115,48.527250352647634
2654,himachal pradesh,solan,2014,16,18,0,31,0,12,0,77,53.0084768854917
2655,himachal pradesh,una,2014,23,10,1,31,1,62,0,128,47.45611564124804
2657,jammu & kashmir,anantnag,2014,19,62,0,123,0,9,0,213,42.948323311332906
2658,jammu & kashmir,awantipora,2014,6,19,0,19,0,1,0,45,60.488291231014166
2659,jammu & kashmir,bandipora,2014,4,37,0,53,5,4,0,103,49.681116174035076
2660,jammu & kashmir,baramulla,2014,10,54,0,83,18,11,0,176,44.53326023644438
2661,jammu & kashmir,budgam,2014,9,46,0,30,6,3,0,94,50.68095299428461
2662,jammu & kashmir,crime jammu,2014,0,0,0,0,0,0,0,2,332.1928094887363
2663,jammu & kashmir,crime srinagar,2014,1,0,0,0,0,0,0,2,332.1928094887363
2664,jammu & kashmir,doda,2014,23,16,0,60,8,14,0,121,48.01262838945638
2665,jammu & kashmir,ganderbal,2014,0,20,0,54,0,3,0,77,53.0084768854917
2666,jammu & kashmir,handwara,2014,3,24,0,80,0,2,0,109,49.081525199106494
2667,jammu & kashmir,jammu,2014,68,60,4,81,52,159,0,424,38.06093458551821
2668,jammu & kashmir,kargil,2014,2,2,0,0,0,0,0,4,166.09640474436816
2669,jammu & kashmir,kathua,2014,18,33,1,43,15,21,0,131,47.230602996026484
2670,jammu & kashmir,kishtwar,2014,6,18,0,23,0,9,0,56,57.202084933193134
2671,jammu & kashmir,kulgam,2014,7,39,0,171,13,0,0,230,42.34188142890445
2672,jammu & kashmir,kupwara,2014,8,42,0,61,12,8,0,131,47.230602996026484
2673,jammu & kashmir,leh,2014,6,1,0,3,0,0,0,10,100.0
2674,jammu & kashmir,poonch,2014,13,36,0,42,8,25,0,124,47.76868449810208
2675,jammu & kashmir,pulwama,2014,7,20,0,20,6,1,0,54,57.72359744023721
2676,jammu & kashmir,railways jammu,2014,0,0,0,1,2,0,0,3,209.59032742893848
2677,jammu & kashmir,railways kashmir,2014,0,0,0,2,0,0,0,2,332.1928094887363
2678,jammu & kashmir,railways katra,2014,0,0,0,0,1,0,0,2,332.1928094887363
2679,jammu & kashmir,rajouri,2014,39,60,0,65,17,71,0,252,41.64236590346343
2680,jammu & kashmir,ramban,2014,8,23,0,25,14,12,0,82,52.2516857506527
2681,jammu & kashmir,reasi,2014,16,26,0,18,3,16,0,79,52.697392685302106
2682,jammu & kashmir,samba,2014,7,12,0,10,0,8,0,37,63.7673065048409
2683,jammu & kashmir,shopian,2014,1,37,0,30,0,2,0,70,54.19766203817945
2684,jammu & kashmir,sopore,2014,8,40,0,83,0,7,0,138,46.731612377303065
2685,jammu & kashmir,srinagar,2014,12,68,0,218,44,63,0,405,38.35157236066623
2686,jammu & kashmir,udhampur,2014,30,18,0,23,13,18,0,102,49.785916284315235
2688,jharkhand,bokaro,2014,63,97,18,0,0,187,0,365,39.027544972386465
2689,jharkhand,chaibasa,2014,54,22,2,22,0,19,0,119,48.180071017476656
2690,jharkhand,chatra,2014,18,31,62,19,8,24,0,162,45.25880084173133
2691,jharkhand,deoghar,2014,25,63,28,21,0,138,0,275,40.99481807173218
2692,jharkhand,dhanbad,2014,54,148,28,54,0,99,0,383,38.71169381455222
2693,jharkhand,dhanbad railway,2014,0,4,2,6,0,0,0,12,92.6628408029127
2694,jharkhand,dumka,2014,39,16,11,9,4,55,0,134,47.01225820038303
2695,jharkhand,garhwa,2014,50,82,25,19,0,45,0,221,42.654977634272655
2696,jharkhand,giridih,2014,58,0,40,39,0,176,0,313,40.071417884852046
2697,jharkhand,godda,2014,34,17,3,0,0,57,0,111,48.89203369695812
2698,jharkhand,gumla,2014,67,40,1,15,0,24,0,147,46.139989929817624
2699,jharkhand,hazaribagh,2014,52,26,23,50,0,37,0,188,43.97232146061353
2700,jharkhand,jamshedpur,2014,55,70,13,47,2,110,0,297,40.44069929637122
2701,jharkhand,jamshedpur railway,2014,0,3,0,2,0,0,0,5,143.06765580733932
2702,jharkhand,jamtara,2014,27,24,10,29,0,70,2,162,45.25880084173133
2703,jharkhand,khunti,2014,7,8,2,3,0,11,0,31,67.05281516444292
2704,jharkhand,koderma,2014,15,15,16,0,0,39,0,85,51.82907592915772
2705,jharkhand,latehar,2014,25,11,8,0,0,17,0,61,56.012058970266935
2706,jharkhand,lohardagga,2014,43,19,2,5,0,24,0,93,50.80054164221279
2707,jharkhand,pakur,2014,55,11,1,12,0,91,0,170,44.834023788451724
2708,jharkhand,palamu,2014,44,23,19,15,0,42,0,143,46.396477515224134
2709,jharkhand,ramgarh,2014,48,29,11,20,2,34,0,144,46.33142040145635
2710,jharkhand,ranchi,2014,75,76,13,1,2,48,0,215,42.87358561375219
2711,jharkhand,sahebganj,2014,87,40,4,20,0,75,0,226,42.47892677204687
2712,jharkhand,saraikela,2014,31,7,7,27,0,27,0,99,50.10935880000178
2713,jharkhand,simdega,2014,24,3,1,5,0,13,0,46,60.14104886149801
2715,karnataka,bagalkot,2014,22,17,4,96,1,53,0,193,43.75300483863732
2716,karnataka,bengaluru city,2014,104,618,57,680,57,490,0,2006,30.28164110731281
2717,karnataka,bengaluru district,2014,60,69,22,135,0,97,0,383,38.71169381455222
2718,karnataka,belagavi district,2014,59,23,4,233,4,162,0,485,37.233661957401324
2719,karnataka,ballari,2014,48,13,12,121,0,72,0,266,41.23912626883177
2720,karnataka,bidar,2014,33,42,10,82,11,106,0,284,40.76111867246821
2721,karnataka,vijayapura,2014,45,14,7,127,0,122,0,315,40.027049418781615
2722,karnataka,chikkaballapura,2014,36,13,10,106,8,26,0,199,43.499952661688845
2723,karnataka,chamarajnagar,2014,11,18,5,92,1,15,0,142,46.46217606529135
2724,karnataka,chikkamagaluru,2014,30,8,5,172,2,110,0,327,39.76858259868169
2725,karnataka,chitradurga,2014,24,24,17,241,5,77,0,388,38.62746234579896
2726,karnataka,dakshina kannada,2014,40,6,1,70,4,32,0,153,45.77305453272915
2727,karnataka,davanagere,2014,40,53,9,211,2,87,0,402,38.39912433160672
2728,karnataka,dharwad,2014,23,6,3,32,0,15,0,79,52.697392685302106
2729,karnataka,gadag,2014,15,9,2,31,0,22,0,79,52.697392685302106
2730,karnataka,kalaburgi,2014,53,37,14,145,11,127,0,387,38.64419224241652
2731,karnataka,hassan,2014,63,43,11,251,0,103,0,471,37.41085590961968
2732,karnataka,haveri,2014,40,12,10,94,3,44,0,203,43.337019157109864
2733,karnataka,hubballi dharwad city,2014,21,28,7,31,3,39,0,129,47.38012296374816
2734,karnataka,k.g.f.,2014,20,8,1,21,1,14,0,65,55.15983410546412
2735,karnataka,kodagu,2014,25,6,1,60,5,40,0,137,46.80069146012954
2736,karnataka,kolar,2014,32,6,8,67,0,21,0,134,47.01225820038303
2737,karnataka,koppal,2014,28,31,4,34,0,50,0,147,46.139989929817624
2738,karnataka,mandya,2014,36,61,11,278,12,143,0,541,36.58718720256767
2739,karnataka,mangaluru city,2014,25,10,1,72,2,56,0,166,45.04285198486958
2740,karnataka,mysuru city,2014,41,23,3,87,4,51,0,209,43.1007305869564
2741,karnataka,mysuru district,2014,41,49,20,201,5,107,0,423,38.07579597915839
2742,karnataka,raichur,2014,55,30,5,198,4,134,0,426,38.0313512334194
2743,karnataka,k.railways,2014,1,0,1,9,0,2,0,13,89.77117175026231
2744,karnataka,ramanagara,2014,43,45,12,142,0,60,0,302,40.32246775920731
2745,karnataka,shimoga,2014,58,47,8,404,7,228,0,752,34.76788113498033
2746,karnataka,tumakuru,2014,36,27,15,242,8,87,0,415,38.1963952937252
2747,karnataka,udupi,2014,28,2,3,111,1,57,0,202,43.377335587678324
2748,karnataka,uttara kannada,2014,25,22,0,154,6,56,0,263,41.323069672826804
2749,karnataka,yadgiri,2014,41,21,2,148,0,48,0,260,41.40832447862211
2750,karnataka,belagavi city,2014,22,16,8,85,3,72,0,206,43.21769162884206
2752,kerala,alapuzha,2014,61,7,0,245,10,261,0,584,36.14789459367234
2753,kerala,ernakulam commr.,2014,64,1,0,158,18,166,0,407,38.32013114623805
2754,kerala,ernakulam rural,2014,71,6,0,224,37,169,0,507,36.968467931845026
2755,kerala,idukki,2014,71,7,2,186,12,160,0,438,37.85764910673911
2756,kerala,kannur,2014,59,6,1,222,10,330,0,628,35.740329644794805
2757,kerala,kasargod,2014,59,7,0,123,4,210,0,403,38.38322124624779
2758,kerala,kollam commr.,2014,78,8,1,287,13,296,0,683,35.28057774560898
2759,kerala,kollam rural,2014,81,15,2,240,7,276,0,621,35.802621007373325
2760,kerala,kottayam,2014,75,9,0,204,19,182,0,489,37.184274933964836
2761,kerala,kozhikode commr.,2014,35,2,1,107,9,184,0,338,39.54262312753157
2762,kerala,kozhikode rural,2014,52,7,0,226,5,307,0,597,36.02338785291156
2763,kerala,malappuram,2014,103,3,1,346,10,590,0,1053,33.08597846465325
2764,kerala,palakkad,2014,88,14,7,182,12,450,0,753,34.760906087255165
2765,kerala,pathanamthitta,2014,63,11,0,163,8,118,0,363,39.06392484084818
2766,kerala,railways,2014,0,1,0,74,10,0,0,85,51.82907592915772
2767,kerala,thrissur commr.,2014,38,0,0,109,11,130,0,288,40.66044785357163
2768,kerala,thrissur rural,2014,94,9,2,298,22,468,0,893,33.888523835647604
2769,kerala,trivandrum commr.,2014,56,8,2,254,15,134,0,469,37.43673879910973
2770,kerala,trivandrum rural,2014,122,11,6,581,22,387,0,1129,32.75795146923311
2771,kerala,wayanadu,2014,75,11,0,134,3,99,0,322,39.87469978981657
2772,kerala,crime branch,2014,2,0,3,4,0,2,0,11,96.02525677891276
2774,madhya pradesh,agar,2014,28,12,2,56,8,44,0,150,45.95395509441787
2775,madhya pradesh,alirajpur,2014,17,15,0,15,0,10,0,57,56.95166695789404
2776,madhya pradesh,anuppur,2014,70,83,7,121,0,114,0,395,38.511943253897
2777,madhya pradesh,ashok nagar,2014,76,38,12,171,1,82,0,380,38.762941252569554
2778,madhya pradesh,balaghat,2014,131,155,12,178,3,107,0,586,36.128503966797894
2779,madhya pradesh,barwani,2014,68,23,4,92,4,16,0,207,43.178445784577185
2780,madhya pradesh,betul,2014,164,152,9,417,27,379,0,1148,32.680359189218464
2781,madhya pradesh,bhind,2014,78,106,30,142,0,86,0,442,37.80114848152582
2782,madhya pradesh,bhopal,2014,223,294,20,343,18,348,0,1246,32.30477052072071
2783,madhya pradesh,bhopal railway,2014,3,14,0,19,1,4,0,41,62.00458888731156
2784,madhya pradesh,burhanpur,2014,46,17,5,90,5,48,0,211,43.02403082382346
2785,madhya pradesh,chhatarpur,2014,78,147,22,232,0,74,0,553,36.460088128638176
2786,madhya pradesh,chhindwara,2014,205,213,9,241,36,185,0,889,33.91092959539594
2787,madhya pradesh,damoh,2014,46,97,31,137,0,68,0,379,38.78014404397355
2788,madhya pradesh,datia,2014,34,53,14,88,0,57,0,246,41.824639950663546
2789,madhya pradesh,dewas,2014,121,73,10,216,7,145,0,572,36.26609995654933
2790,madhya pradesh,dhar,2014,138,265,15,244,16,85,0,763,34.691812223374484
2791,madhya pradesh,dindori,2014,91,57,4,162,2,119,0,435,37.9004764701679
2792,madhya pradesh,guna,2014,123,93,12,168,8,92,0,496,37.09912067746296
2793,madhya pradesh,gwalior,2014,158,146,36,364,21,441,0,1166,32.608356627098814
2794,madhya pradesh,harda,2014,47,68,5,82,2,28,0,232,42.274575325992274
2795,madhya pradesh,hoshangabad,2014,102,80,6,183,12,121,0,504,37.00372633130797
2796,madhya pradesh,indore,2014,261,340,37,411,34,254,0,1337,31.988418582693168
2797,madhya pradesh,indore railway,2014,4,2,0,9,0,0,0,15,85.02741537276027
2798,madhya pradesh,jabalpur,2014,194,304,34,374,43,315,0,1264,32.239895006258386
2799,madhya pradesh,jabalpur railway,2014,4,6,0,21,2,0,0,33,65.85385709929116
2800,madhya pradesh,jhabua,2014,52,87,0,98,0,22,0,259,41.437040473946354
2801,madhya pradesh,katni,2014,93,114,18,178,4,65,0,472,37.39796901020379
2802,madhya pradesh,khandwa,2014,84,101,6,270,17,103,0,581,36.17714472974799
2803,madhya pradesh,khargone,2014,118,116,43,247,0,74,0,598,36.01395806529011
2804,madhya pradesh,mandla,2014,64,131,6,99,1,76,0,377,38.814732369222824
2805,madhya pradesh,mandsaur,2014,90,86,5,183,7,180,0,551,36.481017701424484
2806,madhya pradesh,morena,2014,43,85,30,131,4,192,0,485,37.233661957401324
2807,madhya pradesh,narsinghpur,2014,113,53,20,165,2,145,0,498,37.07508235012869
2808,madhya pradesh,neemuch,2014,47,27,3,88,2,43,0,210,43.062255242977834
2809,madhya pradesh,panna,2014,41,125,10,84,0,38,0,298,40.416838839807255
2810,madhya pradesh,raisen,2014,161,69,5,225,8,76,0,544,36.55506661120278
2811,madhya pradesh,rajgarh,2014,94,97,5,235,7,134,0,572,36.26609995654933
2812,madhya pradesh,ratlam,2014,69,133,5,151,12,129,0,499,37.06311099570058
2813,madhya pradesh,rewa,2014,110,202,36,169,1,90,0,608,35.92078430608719
2814,madhya pradesh,sagar,2014,126,170,35,405,10,175,0,921,33.73523661062012
2815,madhya pradesh,satna,2014,187,248,30,254,24,116,0,859,34.083242330878115
2816,madhya pradesh,seoni,2014,83,121,9,137,3,47,0,400,38.43108934201205
2817,madhya pradesh,shahdol,2014,122,121,16,272,3,336,0,870,34.01916824015247
2818,madhya pradesh,shajapur,2014,68,31,7,139,0,130,0,375,38.84956692397803
2819,madhya pradesh,sheopur,2014,23,22,5,57,4,37,0,148,46.07739209084348
2820,madhya pradesh,shivpuri,2014,101,123,11,269,4,111,0,619,35.82058779868749
2821,madhya pradesh,sidhi,2014,40,72,14,100,3,68,0,297,40.44069929637122
2822,madhya pradesh,sehore,2014,124,114,12,162,6,158,0,576,36.226338758112696
2823,madhya pradesh,singrauli,2014,88,94,17,97,1,105,0,402,38.39912433160672
2824,madhya pradesh,tikamgarh,2014,92,65,15,133,6,42,0,353,39.249938304406705
2825,madhya pradesh,ujjain,2014,126,96,11,282,29,285,0,829,34.26353660801592
2826,madhya pradesh,umaria,2014,51,42,2,104,3,90,0,292,40.561651485995284
2827,madhya pradesh,vidisha,2014,156,90,21,299,18,162,0,746,34.809986568802145
2828,madhya pradesh,cyber cell,2014,0,0,0,0,0,0,0,2,332.1928094887363
2830,maharashtra,ahmednagar,2014,103,85,13,269,8,264,0,742,34.838302657018986
2831,maharashtra,akola,2014,52,32,5,219,20,136,0,464,37.50209101503633
2832,maharashtra,amravati commr.,2014,27,24,1,132,12,108,0,304,40.275912821406784
2833,maharashtra,amravati rural,2014,103,59,8,415,17,213,0,815,34.35059637436895
2834,maharashtra,aurangabad commr.,2014,27,38,2,227,5,164,0,463,37.515273532098234
2835,maharashtra,aurangabad rural,2014,31,25,7,177,3,218,0,461,37.54175217151
2836,maharashtra,beed,2014,70,49,3,273,1,316,0,712,35.05721345042703
2837,maharashtra,bhandara,2014,28,18,3,73,14,40,0,176,44.53326023644438
2838,maharashtra,buldhana,2014,57,33,22,253,36,152,0,553,36.460088128638176
2839,maharashtra,chandrapur,2014,99,39,2,224,28,203,0,595,36.04230979129782
2840,maharashtra,dhule,2014,35,40,11,98,5,207,0,396,38.49566359510028
2841,maharashtra,gadchiroli,2014,22,6,0,32,2,16,0,78,52.851479972409486
2842,maharashtra,gondia,2014,58,19,6,113,3,46,0,245,41.85560838755916
2843,maharashtra,hingoli,2014,24,16,4,80,0,83,0,207,43.178445784577185
2844,maharashtra,jalgaon,2014,66,76,1,347,34,374,0,898,33.86069862762907
2845,maharashtra,jalna,2014,33,31,13,185,8,289,0,559,36.39789263224058
2846,maharashtra,kolhapur,2014,84,47,8,176,7,150,0,472,37.39796901020379
2847,maharashtra,latur,2014,57,84,4,174,2,323,0,644,35.60130411920016
2848,maharashtra,mumbai commr.,2014,607,280,22,1626,363,563,0,3461,28.254960107371225
2849,maharashtra,mumbai railway,2014,1,10,0,55,4,0,0,70,54.19766203817945
2850,maharashtra,nagpur commr.,2014,113,89,10,279,25,234,0,750,34.781867528634976
2851,maharashtra,nagpur railway,2014,3,2,0,20,0,0,0,25,71.53382790366966
2852,maharashtra,nagpur rural,2014,65,34,4,187,25,85,0,400,38.43108934201205
2853,maharashtra,nanded,2014,43,53,6,147,3,180,0,432,37.9436982378867
2854,maharashtra,nandurbar,2014,25,17,2,36,4,47,0,131,47.230602996026484
2855,maharashtra,nasik commr.,2014,28,33,3,101,3,200,1,369,38.955579622513206
2856,maharashtra,nasik rural,2014,87,85,17,224,5,383,0,801,34.43961983689911
2857,maharashtra,navi mumbai,2014,88,63,6,158,49,131,0,495,37.1111879542044
2858,maharashtra,osmanabad,2014,43,21,5,126,5,117,0,317,39.983058982507885
2859,maharashtra,palghar,2014,98,65,1,183,22,73,0,442,37.80114848152582
2860,maharashtra,parbhani,2014,38,27,5,140,2,251,0,463,37.515273532098234
