,STATE/UT,DISTRICT,Year,Rape,Kidnapping and Abduction,Dowry Deaths,Assault on women with intent to outrage her modesty,Insult to modesty of Women,Cruelty by Husband or his Relatives,Importation of Girls,Totalcases,safety_index
1427,tamil nadu,thiruvarur,2012,11,33,1,6,0,16,0,67,54.76226924115958
1428,tamil nadu,thoothugudi,2012,26,35,1,1,0,50,0,113,48.707344971355255
1429,tamil nadu,tiruppur,2012,8,38,7,52,0,76,0,181,44.293284754139215
1430,tamil nadu,trichy rly.,2012,0,1,0,2,0,1,0,4,166.09640474436816
1431,tamil nadu,trichy rural,2012,14,23,3,33,0,24,0,97,50.332908544690994
1432,tamil nadu,trichy urban,2012,7,13,3,9,39,24,0,95,50.56318270792695
1433,tamil nadu,vellore,2012,24,68,8,38,0,61,0,199,43.499952661688845
1434,tamil nadu,villupuram,2012,78,188,4,239,0,58,0,567,36.316318724086564
1435,tamil nadu,virudhunagar,2012,23,32,2,23,110,47,0,237,42.10972508645534
1437,tripura,dhalai,2012,35,8,5,30,0,56,0,134,47.01225820038303
1438,tripura,gomati,2012,26,14,4,34,0,157,0,235,42.175089794430995
